provincia,departamento,sector,ambito,grado,0anos,1ano,2anos,3anos,4anos,5anos,6anos,7anos,8anos,9anos,10anos,11anos,12anos,13anos,14anos,15anos,16anos,17anos,18anos,19anos,20anos,21anos,22anos,23anos,24anos,25anos,26anos,27anos,28anos,29anos,menosde18anos,11anosymenos,6anosymas,18anosymas,25anosymas,30anosymas,de20a24anos,de25a29anos
Buenos aires,25 DE MAYO,Privado,Rural,Sala de 3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
Buenos aires,25 DE MAYO,Privado,Rural,Sala de 5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
Buenos aires,25 DE MAYO,Privado,Urbano,1°,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
Buenos aires,25 DE MAYO,Privado,Urbano,10°,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
Buenos aires,25 DE MAYO,Privado,Urbano,11°,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
Buenos aires,25 DE MAYO,Privado,Urbano,12°,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
Buenos aires,25 DE MAYO,Privado,Urbano,2°,0,0,0,0,0,0,0,134,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
Buenos aires,25 DE MAYO,Privado,Urbano,3°,0,0,0,0,0,0,0,0,142,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
Buenos aires,25 DE MAYO,Privado,Urbano,4°,0,0,0,0,0,0,0,0,0,140,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
Buenos aires,25 DE MAYO,Privado,Urbano,5°,0,0,0,0,0,0,0,0,0,0,129,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
Buenos aires,25 DE MAYO,Privado,Urbano,6°,0,0,0,0,0,0,0,0,0,0,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
Buenos aires,25 DE MAYO,Privado,Urbano,7°,0,0,0,0,0,0,0,0,0,0,0,0,128,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
Buenos aires,25 DE MAYO,Privado,Urbano,8°,0,0,0,0,0,0,0,0,0,0,0,0,0,122,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
Buenos aires,25 DE MAYO,Privado,Urbano,9°,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,9,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
Buenos aires,25 DE MAYO,Privado,Urbano,Sala de 3,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
Buenos aires,25 DE MAYO,Privado,Urbano,Sala de 4,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
Buenos aires,25 DE MAYO,Privado,Urbano,Sala de 5,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
Buenos aires,9 DE JULIO,Estatal,Rural,1°,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
Buenos aires,9 DE JULIO,Estatal,Rural,10°,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,18,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
Buenos aires,9 DE JULIO,Estatal,Rural,11°,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,10,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
Buenos aires,9 DE JULIO,Estatal,Rural,12°,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
Buenos aires,9 DE JULIO,Estatal,Rural,13°/14°,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
Buenos aires,9 DE JULIO,Estatal,Rural,2°,0,0,0,0,0,0,0,118,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
Buenos aires,9 DE JULIO,Estatal,Rural,3°,0,0,0,0,0,0,0,0,86,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
Buenos aires,9 DE JULIO,Estatal,Rural,4°,0,0,0,0,0,0,0,0,1,129,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
Buenos aires,9 DE JULIO,Estatal,Rural,5°,0,0,0,0,0,0,0,0,0,0,126,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
Buenos aires,9 DE JULIO,Estatal,Rural,6°,0,0,0,0,0,0,0,0,0,0,0,114,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
Buenos aires,9 DE JULIO,Estatal,Rural,7°,0,0,0,0,0,0,0,0,0,0,0,0,93,9,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
Buenos aires,9 DE JULIO,Estatal,Rural,8°,0,0,0,0,0,0,0,0,0,0,0,0,0,89,13,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
Buenos aires,9 DE JULIO,Estatal,Rural,9°,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
Buenos aires,9 DE JULIO,Estatal,Rural,Sala de 2,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
Buenos aires,9 DE JULIO,Estatal,Rural,Sala de 3,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
Buenos aires,9 DE JULIO,Estatal,Rural,Sala de 4,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
Buenos aires,9 DE JULIO,Estatal,Rural,Sala de 5,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
Buenos aires,9 DE JULIO,Estatal,Urbano,1°,0,0,0,0,0,0,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
Buenos aires,9 DE JULIO,Estatal,Urbano,10°,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382,95,41,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
Buenos aires,9 DE JULIO,Estatal,Urbano,11°,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395,73,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
Buenos aires,9 DE JULIO,Estatal,Urbano,12°,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,68,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5, 
Buenos aires,9 DE JULIO,Estatal,Urbano,13°/14°,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2, 
Buenos aires,9 DE JULIO,Estatal,Urbano,2°,0,0,0,0,0,0,0,506,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
Buenos aires,9 DE JULIO,Estatal,Urbano,20°,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
Buenos aires,9 DE JULIO,Estatal,Urbano,3°,0,0,0,0,0,0,0,0,511,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
Buenos aires,9 DE JULIO,Estatal,Urbano,4°,0,0,0,0,0,0,0,0,0,512,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
Buenos aires,9 DE JULIO,Estatal,Urbano,5°,0,0,0,0,0,0,0,0,0,0,510,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
Buenos aires,9 DE JULIO,Estatal,Urbano,6°,0,0,0,0,0,0,0,0,0,0,0,505,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
Buenos aires,9 DE JULIO,Estatal,Urbano,7°,0,0,0,0,0,0,0,0,0,0,0,0,438,73,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
Buenos aires,9 DE JULIO,Estatal,Urbano,8°,0,0,0,0,0,0,0,0,0,0,0,0,0,441,134,39,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
Buenos aires,9 DE JULIO,Estatal,Urbano,9°,0,0,0,0,0,0,0,0,0,0,0,0,0,0,463,88,29,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
Buenos aires,9 DE JULIO,Estatal,Urbano,Sala de 2,0,0,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
Buenos aires,9 DE JULIO,Estatal,Urbano,Sala de 3,0,0,0,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
Buenos aires,9 DE JULIO,Estatal,Urbano,Sala de 4,0,0,0,0,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
Buenos aires,9 DE JULIO,Estatal,Urbano,Sala de 5,0,0,0,0,0,428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
Buenos aires,9 DE JULIO,Estatal,Urbano,SNU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,75,79,84,79,70,55,49,61,32,42,31,13,0,0,0,0,70,0, 
Buenos aires,9 DE JULIO,Privado,Urbano,1°,0,0,0,0,0,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
Buenos aires,9 DE JULIO,Privado,Urbano,10°,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
Buenos aires,9 DE JULIO,Privado,Urbano,11°,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
Buenos aires,9 DE JULIO,Privado,Urbano,12°,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
Buenos aires,9 DE JULIO,Privado,Urbano,2°,0,0,0,0,0,0,0,162,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
Buenos aires,9 DE JULIO,Privado,Urbano,3°,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
Buenos aires,9 DE JULIO,Privado,Urbano,4°,0,0,0,0,0,0,0,0,0,167,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
Buenos aires,9 DE JULIO,Privado,Urbano,5°,0,0,0,0,0,0,0,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
Buenos aires,9 DE JULIO,Privado,Urbano,6°,0,0,0,0,0,0,0,0,0,0,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
Buenos aires,9 DE JULIO,Privado,Urbano,7°,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
Buenos aires,9 DE JULIO,Privado,Urbano,8°,0,0,0,0,0,0,0,0,0,0,0,0,0,159,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
Buenos aires,9 DE JULIO,Privado,Urbano,9°,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
Buenos aires,9 DE JULIO,Privado,Urbano,Sala de 3,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
Buenos aires,9 DE JULIO,Privado,Urbano,Sala de 4,0,0,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
Buenos aires,9 DE JULIO,Privado,Urbano,Sala de 5,0,0,0,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
Buenos aires,ADOLFO ALSINA,Estatal,Rural,1°,0,0,0,0,0,2,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
Buenos aires,ADOLFO ALSINA,Estatal,Rural,10°,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
Buenos aires,ADOLFO ALSINA,Estatal,Rural,11°,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
Buenos aires,ADOLFO ALSINA,Estatal,Rural,12°,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
Buenos aires,ADOLFO ALSINA,Estatal,Rural,2°,0,0,0,0,0,0,0,37,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
Buenos aires,ADOLFO ALSINA,Estatal,Rural,3°,0,0,0,0,0,0,0,0,37,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
Buenos aires,ADOLFO ALSINA,Estatal,Rural,4°,0,0,0,0,0,0,0,0,0,36,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
Buenos aires,ADOLFO ALSINA,Estatal,Rural,5°,0,0,0,0,0,0,0,0,0,0,51,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
Buenos aires,ADOLFO ALSINA,Estatal,Rural,6°,0,0,0,0,0,0,0,0,0,0,0,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
Buenos aires,ADOLFO ALSINA,Estatal,Rural,7°,0,0,0,0,0,0,0,0,0,0,0,0,39,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
Buenos aires,ADOLFO ALSINA,Estatal,Rural,8°,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
